sample	Site	median	mean	siltandclay	Branch_stock	Branch_CN	Leaf_stock	Leaf_CN	FH_stock	FH_CN	Latitude	Longitude	Altitude	MAT	MAP	Dominant_tree_type_1	Dominant_tree_type	Bac_Chao1	Fungi_Chao1	NMDS1_bac	NMDS1_fungi	NMDS2_bac	NMDS2_fungi	GNIT_Soil.DNA	GMIN_Soil.DNA	GMIN_TN	GMIN_GNH4C	GNIT_GMIN	GMIN_GNIT_GMIN	pH.H2O.	Total.C	Total.N	CN	GMIN	GNIT	GNH4C	GNO3C	Soil.DNA	Bacterial.16S	Fungal.18S	F.B	WRB	WRB_3	soil_type	Forest_type	Dominant_tree_species	d15N
S2	URA	5.507	9.118955188	98.48403032	1.93	106.64	3.09	74.91	17.42	28.62	44.36722222	142.2466667	300	4.4	1150	0	Conifer	3893.706827	739.25	-0.537785996	0.054336592	-0.6940884	-0.873785723	0	0.077823691	6.569767442	0.519301471	0	1	4.99	5.85	0.43	13.60465116	2.825	NA	5.44	NA	36.3	42289535585	416105756	0.01	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1956)	Abies sachalinensis	2.610166039
S20	SCC	18.683	30.87346895	82.88082881	0.91	90.08	4.48	40.91	12.97	27.28	43.3425	144.6341667	50	6.2	1170	0	Conifer	9701.599467	1815.448052	0.313221486	0.269626372	-0.484303764	-0.579666503	0.002722323	0.075154265	10.3525	0.591909663	0.036223135	0.963776865	5.62	6.03	0.4	15.075	4.141	0.15	6.996	NA	55.1	1.22E+11	2168684684	0.018	Andosols	Andosols	3	Artificial coniferous forest (planted in 1959)	Larix kaempferi	1.948233861
S200	TTB	4.198	16.32750439	92.27130915	0.36	69.34	0.84	39.84	1.16	35.97	33.33861111	132.9638889	650	13.3	2720	0	Conifer	8747.489362	858.9148936	0.174628051	-0.866654522	0.377910316	0.909427674	0.016989529	0.002198953	0.247058824	0.044048243	7.726190476	-6.726190476	5.74	4.65	0.34	13.67647059	0.084	0.649	1.907	0.053	38.2	58250567454	114884628	0.002	Cambisols	Cambisols	2	Warm temperate evergreen coniferous forest	Abies firma	#N/A
S21	ARB	32.155	128.5040939	57.72884542	0.25	63.64	4	28.79	5.23	24.18	43.32361111	143.5069444	330	6.4	820	1	Broadleaf	9248.209797	1439.899281	0.329912519	0.247512832	-0.286674641	-0.395800404	0.020439189	0.034391892	4.362857143	0.631122133	0.594302554	0.405697446	6	10.82	0.7	15.45714286	3.054	1.815	4.839	0.911	88.8	1.91E+11	3046954128	0.016	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Tilia maximowicziana	2.926963431
S22	ARB	28.073	99.44442197	60.0299985	0.77	55.83	3.43	28.64	8.7	22.88	43.32361111	143.5069444	330	6.4	820	1	Broadleaf	9904.399027	1425.525424	0.660658473	0.412319098	-0.396507437	-0.442155798	0.019251012	0.081862348	10.92972973	0.888205579	0.235163205	0.764836795	6.4	5.52	0.37	14.91891892	4.044	0.951	4.553	0.975	49.4	1.06E+11	2856174125	0.027	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Tilia maximowicziana	2.680452277
S23	ARB	28.073	153.5934998	58.93864245	0.5	54.3	2.84	26.43	4.23	28.33	43.32361111	143.5069444	330	6.4	820	1	Broadleaf	10998.2404	1583.568345	0.608867838	0.393201489	-0.334414729	-0.376194666	0.01708	0.07916	6.48852459	0.732284921	0.215765538	0.784234462	6.32	8.98	0.61	14.72131148	3.958	0.854	5.405	0.507	50	1.06E+11	3373161145	0.032	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Tilia maximowicziana	2.40440053
S24	ARB	42.183	113.4761652	53.26240213	0.19	62.07	3.15	35.12	5.27	24.15	43.32361111	143.5069444	330	6.4	820	1	Broadleaf	9382.417582	1218.227723	0.761686454	0.617070574	-0.376117279	-0.474246202	0.01083004	0.052233202	5.623404255	0.541931515	0.207340144	0.792659856	6.64	7.01	0.47	14.91489362	2.643	0.548	4.877	NA	50.6	94843513465	844126193	0.009	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Tilia maximowicziana	2.567397483
S25	ARB	18.683	43.74178636	76.46223538	0.6	62.46	3.63	26.7	5.26	22.86	43.32361111	143.5069444	330	6.4	820	1	Broadleaf	9868.892707	1711.698529	1.035697957	0.662018302	-0.275910847	-0.379373725	0.018100304	0.054346505	6.385714286	0.570334928	0.333053691	0.666946309	6.67	7.38	0.56	13.17857143	3.576	1.191	6.27	0.375	65.8	1.64E+11	1799108841	0.011	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Tilia maximowicziana	1.571660577
S26	ARC	28.073	120.1684644	63.57872843	1.16	133.46	5.27	36.54	12.23	31.51	43.32305556	143.5172222	270	6.4	820	0	Conifer	8986.058065	1236.065421	0.263515769	0.059124283	-0.370079594	-0.391182141	0.014876033	0.032892562	7.96	0.657127133	0.452261307	0.547738693	6.03	3.49	0.15	23.26666667	1.194	0.54	1.817	0.151	36.3	79732981822	1002569586	0.013	Andosols	Andosols	3	Artificial coniferous forest (year of plantation: unknown)	Larix kaempferi	4.442446043
S27	ARC	28.073	124.2808825	59.63140369	1.54	91.34	4.55	34.04	9.58	29.04	43.32305556	143.5172222	270	6.4	820	0	Conifer	9899.177336	1501.147059	0.538497871	0.338210589	-0.350587393	-0.356999449	0.004644068	0.033457627	4.935	0.380346821	0.138804458	0.861195542	6.19	6.76	0.4	16.9	1.974	0.274	5.19	NA	59	1.35E+11	1620181477	0.012	Andosols	Andosols	3	Artificial coniferous forest (year of plantation: unknown)	Larix kaempferi	3.972089233
S28	ARC	32.155	87.59141905	57.64842352	0.84	101.32	3.67	34.05	12.33	31.84	43.32305556	143.5172222	270	6.4	820	0	Conifer	8915.677419	1281.777778	0.225594037	0.065963737	-0.291856263	-0.443636396	0.008211382	0.039634146	6.724137931	0.796568627	0.207179487	0.792820513	5.92	5.37	0.29	18.51724138	1.95	0.404	2.448	0.276	49.2	1.14E+11	2863831921	0.025	Andosols	Andosols	3	Artificial coniferous forest (year of plantation: unknown)	Larix kaempferi	3.516756647
S29	ARC	16.312	35.59259972	79.33982641	0.98	100.94	5.24	38.5	8.61	28.7	43.32305556	143.5172222	270	6.4	820	0	Conifer	8929.47822	1353.328859	0.522034915	0.280660046	-0.408008144	-0.505113134	0.003584906	0.054528302	7.225	0.673659674	0.065743945	0.934256055	6.48	3.87	0.2	19.35	1.445	0.095	2.145	NA	26.5	67385010915	1531896898	0.023	Andosols	Andosols	3	Artificial coniferous forest (year of plantation: unknown)	Larix kaempferi	5.055217215
S3	URA	7.225	15.57135617	92.81928723	0.54	73.02	3.46	73.64	7.15	39.49	44.36722222	142.2466667	300	4.4	1150	0	Conifer	4666.497099	1066.213483	-0.497936229	0.105673702	-0.72962366	-0.775055684	0	0.032457143	5.163636364	1.129786176	0	1	5	6.28	0.44	14.27272727	2.272	NA	2.011	NA	70	1.05E+11	3111251045	0.03	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1956)	Abies sachalinensis	2.127330142
S30	ARC	24.51	51.07748512	68.35158242	1.14	131.73	5.79	34.6	9.54	29.91	43.32305556	143.5172222	270	6.4	820	0	Conifer	9227.966411	1496.5	0.308238099	0.146692986	-0.29043856	-0.367437357	0.006629834	0.04092081	9.258333333	0.777738887	0.162016202	0.837983798	6.01	4.84	0.24	20.16666667	2.222	0.36	2.857	NA	54.3	1.15E+11	4606296673	0.04	Andosols	Andosols	3	Artificial coniferous forest (year of plantation: unknown)	Larix kaempferi	3.404790905
S4	URA	5.507	10.67518905	96.95715214	1.05	73.66	2.78	59.69	16.37	35.48	44.36722222	142.2466667	300	4.4	1150	0	Conifer	4040.506466	879.7894737	-0.396953352	0.199793198	-0.754829541	-0.816945934	0.01506422	0.050201835	5.947826087	1.27255814	0.300073099	0.699926901	5.05	6.3	0.46	13.69565217	2.736	0.821	2.15	0.08	54.5	68422589811	2929653389	0.043	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1956)	Abies sachalinensis	2.251725538
S41	APN	48.315	155.1746313	50.61949381	3.11	46.14	0.29	33.49	6.9	22.3	40.00138889	140.9366667	890	9.5	1140	1	Broadleaf	5486.844011	728.2586207	-0.665173526	-0.640932966	-0.271683925	-0.527835316	0.005705676	0.059834254	13.09120879	0.796270303	0.095358012	0.904641988	4.82	14.69	0.91	16.14285714	11.913	1.136	14.961	0.93	199.1	2.27E+11	5841766396	0.026	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Fagus crenata	#N/A
S42	APN	83.152	210.7087954	46.12115515	1.99	66.69	0.18	25.23	6.67	23.47	40.00138889	140.9366667	890	9.5	1140	1	Broadleaf	5759.813433	924.7391304	-0.646625845	-0.45013543	-0.266295922	-0.517814311	0.007593985	0.077562327	15.43307087	0.810687844	0.097908163	0.902091837	4	19.94	1.27	15.7007874	19.6	1.919	24.177	NA	252.7	4.40E+11	10871676267	0.025	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Fagus crenata	#N/A
S43	APN	95.239	205.2202737	45.62054379	2.74	45.62	0.16	27.04	5.29	22.97	40.00138889	140.9366667	890	9.5	1140	1	Broadleaf	6029.894988	843.6923077	-0.623421563	-0.628092665	-0.287990102	-0.637479219	0.012453766	0.056337393	14.03370787	0.759917255	0.221056845	0.778943155	4.35	14.04	0.89	15.7752809	12.49	2.761	16.436	4.224	221.7	4.57E+11	23819610523	0.052	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Fagus crenata	#N/A
S44	APN	72.598	209.363401	46.14307714	0.88	56.04	0.06	25.14	6.76	21.57	40.00138889	140.9366667	890	9.5	1140	1	Broadleaf	5611.732523	690.4736842	-0.618004805	-0.554670652	-0.331108608	-0.594981115	0.019263914	0.054320766	12.43424658	0.716925993	0.354632588	0.645367412	4.35	12.94	0.73	17.7260274	9.077	3.219	12.661	0.823	167.1	3.13E+11	10709667830	0.034	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Fagus crenata	#N/A
S45	APN	63.383	248.6782917	48.94155292	2.42	66.16	0.23	27.38	5.88	23.33	40.00138889	140.9366667	890	9.5	1140	1	Broadleaf	5140.31563	754.8589744	-0.820304318	-0.662751802	-0.327823236	-0.616270957	0.04786036	0.078631757	14.39690722	0.846928255	0.608664518	0.391335482	4.22	15.15	0.97	15.6185567	13.965	8.5	16.489	6.628	177.6	3.29E+11	10990019183	0.033	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Fagus crenata	#N/A
S46	MRB	9.478	27.74824027	85.41458342	1.88	79.11	0.06	22.2	13.13	28.04	39.77027778	141.1402778	270	10.6	1330	1	Broadleaf	7618.778356	1077.835294	0.539313046	0.35206138	-0.110058635	-0.118443489	0.152778793	0.127330896	7.180412371	0.702825429	1.199856425	-0.199856425	5.32	14.21	0.97	14.64948454	6.965	8.357	9.91	1.359	54.7	1.16E+11	3225264867	0.028	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Fagus crenata	#N/A
S47	MRB	9.478	30.89578072	84.91545254	1.35	66.78	0.07	18.66	9.96	26.75	39.77027778	141.1402778	270	10.6	1330	1	Broadleaf	7052.772679	1109.462366	0.39230045	0.412786889	-0.238162648	-0.106367527	0.012770449	0.181873351	7.492391304	0.630188334	0.070216161	0.929783839	5.52	13.69	0.92	14.88043478	6.893	0.484	10.938	NA	37.9	1.04E+11	1730488800	0.017	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Fagus crenata	#N/A
S48	MRB	9.478	22.11424638	90.01439942	2.46	76.12	0.08	19.78	9.56	25.78	39.77027778	141.1402778	270	10.6	1330	1	Broadleaf	6949.22315	750.1578947	0.497872929	0.752559316	-0.077802796	-0.221417755	0.015359343	0.171457906	8.18627451	0.694213502	0.089580838	0.910419162	5.61	14.72	1.02	14.43137255	8.35	0.748	12.028	0.037	48.7	1.30E+11	671962064	0.005	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Fagus crenata	#N/A
S49	MRB	12.434	37.35776861	79.96680133	4.81	68.05	0.09	21.08	8.07	27.43	39.77027778	141.1402778	270	10.6	1330	1	Broadleaf	6909.267857	1199	0.664962453	0.595073353	-0.218430783	-0.134818648	0	0.067316514	3.155913978	0.583615033	0	1	5.35	13.58	0.93	14.60215054	2.935	NA	5.029	NA	43.6	94487152105	2019133797	0.021	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Fagus crenata	#N/A
S5	URA	5.507	10.72413592	97.33405332	5.23	113.99	2.91	63.54	14.68	39.93	44.36722222	142.2466667	300	4.4	1150	0	Conifer	4170.036876	983.01	-0.520999077	0.134714017	-0.753038101	-0.784712399	0	0.036025105	3.5875	0.641579732	0	1	4.98	6.84	0.48	14.25	1.722	NA	2.684	0.141	47.8	64587764114	2830228645	0.044	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1956)	Abies sachalinensis	2.279131141
S50	MRB	10.856	53.46170482	78.41835255	3.67	76.04	0.15	17.98	8.84	28.43	39.77027778	141.1402778	270	10.6	1330	1	Broadleaf	8551.820204	1252.181818	0.457604634	0.422902602	-0.033489047	-0.19306602	0.006749025	0.075123537	5.777	0.70007271	0.089839017	0.910160983	5.38	14.55	1	14.55	5.777	0.519	8.252	0.678	76.9	2.09E+11	5775207734	0.028	Andosols	Andosols	3	Cool temperate deciduous broadleaved forest	Fagus crenata	#N/A
S51	AKA	8.275	28.34840945	83.25233495	3.3	204.35	4.48	100.37	13.71	49.67	39.85583333	140.1763889	80	11.2	1680	0	Conifer	6675.533824	1164.473684	-0.203985642	-0.201360778	0.332147552	0.258873505	0.000125523	0.182552301	13.22121212	0.734017497	0.0006876	0.9993124	5.31	5.74	0.33	17.39393939	4.363	0.003	5.944	NA	23.9	43140693944	2966469015	0.069	Cambisols	Cambisols	2	Artificial coniferous forest (year of plantation: unknown)	Cryptomeria japonica	3.379240094
S52	AKA	10.856	38.03448511	76.171	0.99	143.89	5.74	96.64	24.13	47.47	39.85583333	140.1763889	80	11.2	1680	0	Conifer	6754.486486	1314.411348	-0.054393698	-0.154100499	0.349985409	0.324042761	0.000314286	0.269085714	27.7	0.877153767	0.001167976	0.998832024	5.37	6.01	0.34	17.67647059	9.418	0.011	10.737	0.071	35	58933116878	2233478228	0.038	Cambisols	Cambisols	2	Artificial coniferous forest (year of plantation: unknown)	Cryptomeria japonica	4.745237853
S53	AKA	8.275	26.08365335	85.8525659	1.94	348.87	4.92	124.57	23.63	55.1	39.85583333	140.1763889	80	11.2	1680	0	Conifer	8550.657118	1522.333333	0.752678885	0.2643003	0.370348842	0.283168076	0	0.196129518	27.70851064	0.966312978	0	1	6.43	8.1	0.47	17.23404255	13.023	NA	13.477	NA	66.4	1.14E+11	2744846035	0.024	Cambisols	Cambisols	2	Artificial coniferous forest (year of plantation: unknown)	Cryptomeria japonica	2.882143221
S54	AKA	12.434	32.37394008	79.87080517	5.02	367.57	2.74	110.03	15.36	46.55	39.85583333	140.1763889	80	11.2	1680	0	Conifer	6184.982036	1029.808696	-0.305566977	-0.272868109	0.244920865	0.336283817	0.000836237	0.233797909	14.91111111	0.71193634	0.003576751	0.996423249	5.44	7.57	0.45	16.82222222	6.71	0.024	9.425	NA	28.7	66191955580	5309850668	0.08	Cambisols	Cambisols	2	Artificial coniferous forest (year of plantation: unknown)	Cryptomeria japonica	3.566179456
S55	AKA	12.434	32.1756503	80.08780088	5.37	351.35	3.29	138.48	24.45	48.71	39.85583333	140.1763889	80	11.2	1680	0	Conifer	8184.041885	1432.310345	0.218563067	-0.03526025	0.363675271	0.414336226	0.003378378	0.128033033	18.53695652	0.888599416	0.026386771	0.973613229	5.58	7.9	0.46	17.17391304	8.527	0.225	9.596	0.1	66.6	1.31E+11	3180273442	0.024	Cambisols	Cambisols	2	Artificial coniferous forest (year of plantation: unknown)	Cryptomeria japonica	4.084855867
S56	SGA	6.308	22.58821458	90.30029099	2.13	124.88	0.8	61.37	13.93	39.01	37.70944444	139.2597222	400	13.1	2330	0	Conifer	7659.959108	1751.75	-0.410302822	-0.172158436	0.057321741	0.07143006	0.014623032	0.024440762	5.673076923	0.739348371	0.598305085	0.401694915	4.57	9.78	0.52	18.80769231	2.95	1.765	3.99	1.394	120.7	1.94E+11	1815642891	0.009	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1963)	Cryptomeria japonica	4.246528477
S57	SGA	5.507	33.43726955	87.81685282	1.87	160.19	0.48	68.01	16.84	42.08	37.70944444	139.2597222	400	13.1	2330	0	Conifer	7430.128289	1884.428571	-0.156047123	-0.063164145	0.226300103	0.170021698	0.091299639	0.115162455	11.81481481	1.657142857	0.792789969	0.207210031	4.59	10.06	0.54	18.62962963	6.38	5.058	3.85	3.811	55.4	1.01E+11	1425486788	0.014	Cambisols	Cambisols	2	Artificial coniferous forest (planted in 1963)	Cryptomeria japonica	2.846850473
